OS,CVE,PO
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41114,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41115,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41118,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41121,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41125,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-41128,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4135,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4174,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4175,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4177,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4178,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4179,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4180,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4181,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4182,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4183,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4184,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4185,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4186,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4187,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4188,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4189,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4190,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4191,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4192,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4193,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4194,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4195,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-42339,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-42342,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4436,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4437,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4438,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4439,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-4440,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44666,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44667,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44668,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44669,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44670,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44671,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44673,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44674,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44675,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44676,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44677,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44678,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44679,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44680,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44681,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44683,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44688,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44689,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44697,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44698,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44707,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64)
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-44708,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0129,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0130,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0131,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0132,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0133,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0134,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0135,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0136,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0138,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0139,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0140,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0141,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0471,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0472,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0473,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0474,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0696,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0697,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0698,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0699,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0700,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0701,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0702,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0703,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0704,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0705,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0927,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0928,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0929,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0930,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0931,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0932,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0933,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-0941,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1213,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1214,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1215,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1216,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1217,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1218,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1219,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1220,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1221,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1222,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1223,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1224,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1228,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1229,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1230,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1231,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1232,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1233,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1234,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1235,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1236,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1528,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1529,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1530,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1531,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1532,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1533,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1534,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1810,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1811,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1812,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1813,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1814,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1815,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1816,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1817,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1818,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1819,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1820,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1821,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1822,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-1823,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2033,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2133,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2134,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2135,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2136,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-2137,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21579,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21581,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21585,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21586,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21604,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21605,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21606,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2023-21607,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC
