Задача,IP-адрес,CVE,FQDN,Операционная система,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичности
Эталонный образ RUS,10.85.37.116,CVE-2022-24486,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419965,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24486,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24486,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24487,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419966,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24487,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24487,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24488,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470008,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-24488,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24488,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24491,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419967,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24491,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24491,,,,1,"0,9","8,82",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24492,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419968,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24492,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24492,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24494,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419970,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24494,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24494,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24496,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419972,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24496,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24496,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24497,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419973,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24497,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24497,,,,1,"0,9","8,82",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24499,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419975,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24499,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24499,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24500,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419976,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24500,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24500,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24504,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470545,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24504,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24504,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24507,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419874,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24507,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24507,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24508,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419876,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24508,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24508,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24521,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419977,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24521,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24521,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24527,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419978,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24527,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24527,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24528,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419979,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24528,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24528,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24530,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419980,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24530,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24530,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24533,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419981,"0,0","8,0",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24533,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24533,,,,1,"0,9","7,2",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24541,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419985,"0,0","8,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24541,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24541,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24542,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419986,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24542,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24542,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24544,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419987,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24544,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24544,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24545,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419988,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24545,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24545,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24546,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419989,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24546,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24546,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24547,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419990,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24547,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24547,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24549,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419991,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24549,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24549,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-24550,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419992,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-24550,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-24550,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26786,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419993,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26786,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26786,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26787,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419994,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26787,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26787,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26788,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419995,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26788,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26788,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26789,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419996,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26789,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26789,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26790,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419997,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26790,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26790,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26791,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470021,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26791,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26791,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26792,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419998,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26792,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26792,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26793,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),419999,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26793,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26793,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26794,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470022,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26794,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26794,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26795,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470023,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26795,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26795,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26796,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470024,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26796,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26796,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26797,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470025,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26797,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26797,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26798,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470026,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26798,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26798,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26801,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470027,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26801,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26801,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26802,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470028,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26802,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26802,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26803,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470029,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26803,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26803,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26809,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470032,"0,0","9,8",Критический уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26809,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26809,,,,1,"0,9","8,82",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26810,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470033,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26810,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26810,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26903,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470061,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26903,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26903,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26914,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470066,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26914,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26914,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26916,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470068,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26916,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26916,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26917,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470069,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26917,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26917,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26918,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470070,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26918,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26918,,,,1,"0,9","7,02",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26919,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470071,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-26919,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26919,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26923,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470121,"0,0","8,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26923,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26923,,,,1,"0,9","7,92",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26925,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470122,"0,0","8,1",Высокий уровень,Подмена данных,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26925,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26925,,,,1,"0,9","7,29",Kритический
Эталонный образ RUS,10.85.37.116,CVE-2022-26926,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470123,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-26926,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-26926,,,,1,"0,9","7,02",Kритический
