Код,Задача,IP-адрес,FQDN,Операционная система,CVE,Сервис/ПО,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
1011,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28238,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197698,"9,3","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28238 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
1020,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28239,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197707,"9,3","7,8",Высокий уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28239 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
1012,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28240,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197699,"9,3","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28240 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
1018,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28241,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197700,"9,3","7,8",Высокий уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28241 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
1013,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28242,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197701,"9,3","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28242 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
1019,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28243,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197702,"9,3","7,8",Высокий уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28243 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
1073,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28244,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197703,"4,3","6,3",Средний уровень,Обход политики защиты содержимого,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28244 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","5,67",Высокий
1074,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28245,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197704,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28245 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1075,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28246,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197705,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28246 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1021,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28247,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197706,"4,4","7,3",Высокий уровень,Неконтролируемый путь поиска,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28247 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","6,57",Высокий
1076,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28248,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197708,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28248 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1077,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28249,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197709,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28249 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1070,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28250,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197710,"4,3","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28250 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1078,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28251,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197711,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28251 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1079,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28253,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197713,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28253 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1080,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28254,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197714,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28254 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1081,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28255,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197715,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28255 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1071,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28256,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197716,"4,3","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28256 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1082,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28257,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197717,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28257 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1083,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28258,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197718,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28258 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1084,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28259,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197719,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28259 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1085,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28260,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197720,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28260 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1086,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28261,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197721,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28261 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1087,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28262,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197722,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28262 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1088,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28263,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197723,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28263 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1089,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28264,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197724,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28264 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1090,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28265,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197725,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28265 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1091,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28266,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197726,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28266 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1092,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28267,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197727,"4,3","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28267 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
195,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2852,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470451,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2852,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2852,,,,"0,6","0,9","4,752",Средний
304,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2853,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470452,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2853,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2853,,,,"0,6","0,9","4,752",Средний
196,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2854,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470453,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2854,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2854,,,,"0,6","0,9","4,752",Средний
197,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2855,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470454,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2855,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2855,,,,"0,6","0,9","4,752",Средний
388,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2856,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470450,"0,0","6,5",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2856,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2856,,,,"0,6","0,9","3,51",Средний
198,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2857,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470455,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2857,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2857,,,,"0,6","0,9","4,752",Средний
199,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2858,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470456,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2858,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2858,,,,"0,6","0,9","4,752",Средний
487,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2860,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470457,"0,0","6,5",Средний уровень,Некорректное применение политик (куки),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2860,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2860,,,,"0,6","0,9","3,51",Средний
407,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-2861,Microsoft Edge (Chromium) - 98.0.1108.56 - C:\Program Files (x86)\Microsoft\Edge\Application,470458,"0,0","6,5",Средний уровень,Некорректная реализация (API расширений),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-2861,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-2861,,,,"0,6","0,9","3,51",Средний
1072,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28837,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197731,"4,3","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28837 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","4,95",Средний
1014,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-28838,Adobe Acrobat Reader DC - 21.011.20039 - C:\Program Files (x86)\Adobe\Acrobat Reader DC,197732,"9,3","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-28838 https://helpx.adobe.com/security/products/acrobat/apsb22-16.html,,,,1,"0,9","7,02",Kритический
635,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29103,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470144,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29103,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29103,,,,1,"0,9","7,02",Kритический
636,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29104,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470145,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29104,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29104,,,,1,"0,9","7,02",Kритический
803,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29105,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),470146,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29105,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29105,,,,1,"0,9","7,02",Kритический
982,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2022-29107,Microsoft Word - 2013 SP1 - C:\Program Files (x86)\Microsoft Office\Office15\,470149,"0,0","5,5",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-29107,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-29107,KB5002445,,08.08.2023,"0,6","0,9","2,97",Низкий
