Код,Задача,IP-адрес,FQDN,OS,CVE,PO,ID,Базовая оценка CVSS v2,Базовая оценка CVSS v3,Уровень опасности,Уязвимость,Как исправить,Ссылки,Неустановленное обновление безопасности,Ссылки на обновления,Дата выпуска обновления,Коэффициент,Уровень изоляции,Критичность,Уровень критичночти
208,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470538,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3197,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3197,,,,"0,6","0,9","4,752",Средний
209,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470539,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3198,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3198,,,,"0,6","0,9","4,752",Средний
210,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470540,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3199,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3199,,,,"0,6","0,9","4,752",Средний
305,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470541,"0,0","8,8",Высокий уровень,Переполнение буфера в динамической памяти,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3200,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3200,,,,"0,6","0,9","4,752",Средний
547,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470277,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-32230,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-32230,,,,1,"0,9","6,75",Высокий
211,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470626,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3304,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3304,,,,"0,6","0,9","4,752",Средний
212,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470627,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3307,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3307,,,,"0,6","0,9","4,752",Средний
292,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470628,"0,0","7,4",Высокий уровень,Некорректное применение политик (инструменты разработчика),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3308,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3308,,,,"0,6","0,9","3,996",Средний
490,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2505",Microsoft .NET Framework - 3.5,470629,"0,0","6,5",Средний уровень,Некорректное применение политик (настраиваемые вкладки),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3310,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3310,,,,"0,6","0,9","3,51",Средний
382,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6494,Microsoft .NET Framework - 3.5,470630,"0,0","6,5",Средний уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3311,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3311,,,,"0,6","0,9","3,51",Средний
502,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6536,Microsoft .NET Framework - 3.5,470631,"0,0","6,5",Средний уровень,Ошибка в интерфейсе безопасности (полноэкранный режим),Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3313,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3313,,,,"0,6","0,9","3,51",Средний
351,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2505",Microsoft .NET Framework - 3.5,470632,"0,0","8,8",Высокий уровень,Смешение типов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3315,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3315,,,,"0,6","0,9","4,752",Средний
389,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470633,"0,0","4,3",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3316,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3316,,,,"0,6","0,9","2,322",Низкий
390,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470634,"0,0","4,3",Средний уровень,Недостаточная проверка входных данных,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3317,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3317,,,,"0,6","0,9","2,322",Низкий
1113,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470435,"0,0","7,3",Высокий уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33631,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33631,KB5002451,,08.08.2023,"0,6","0,9","3,942",Средний
1137,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470342,"0,0","4,7",Средний уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33632,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33632,KB5002121,,12.07.2022,"0,6","0,9","2,538",Низкий
857,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470547,"0,0","8,1",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-33634,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33634,,,,1,"0,9","7,29",Kритический
858,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470548,"0,0","7,8",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-33635,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33635,,,,1,"0,9","7,02",Kритический
372,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,470367,"0,0","8,3",Высокий уровень,Удаленное выполнение кода,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33636,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33636,,,,"0,6","0,9","4,482",Средний
331,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,470288,"0,0","8,3",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33638,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33638,,,,"0,6","0,9","4,482",Средний
332,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2506",Microsoft .NET Framework - 3.5,470289,"0,0","7,7",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33639,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33639,,,,"0,6","0,9","4,158",Средний
668,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6578,Microsoft .NET Framework - 3.5,470337,"0,0","7,0",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-33644,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33644,,,,1,"0,9","6,3",Высокий
554,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6620,Microsoft .NET Framework - 3.5,470549,"0,0","7,5",Высокий уровень,Отказ в обслуживании,Используйте рекомендации производителя: https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-33645,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33645,,,,1,"0,9","6,75",Высокий
114,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2506",Microsoft .NET Framework - 3.5,470368,"0,0","9,6",Критический уровень,Обход защитных механизмов,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33649,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33649,,,,"0,6","0,9","5,184",Высокий
669,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,470380,"0,0","7,8",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33670,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33670,,,,1,"0,9","7,02",Kритический
333,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,470290,"0,0","8,3",Высокий уровень,Повышение привилегий,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-33680,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-33680,,,,"0,6","0,9","4,482",Средний
213,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470635,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3370,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3370,,,,"0,6","0,9","4,752",Средний
129,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470636,"0,0","8,8",Высокий уровень,Запись за пределами границ,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3373,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3373,,,,"0,6","0,9","4,752",Средний
1,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,198025,"0,0","9,8",Критический уровень,Выполнение произвольного кода,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: https://www.oracle.com/java/technologies/javase-downloads.html",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34169,,,,1,"0,9","8,82",Kритический
14,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,198025,"0,0","9,8",Критический уровень,Выполнение произвольного кода,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: https://www.oracle.com/java/technologies/javase-downloads.html",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34169,,,,1,"0,9","8,82",Kритический
27,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,198025,"0,0","9,8",Критический уровень,Выполнение произвольного кода,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: https://www.oracle.com/java/technologies/javase-downloads.html",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34169,,,,1,"0,9","8,82",Kритический
1064,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,197963,"0,0","7,8",Высокий уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34215,,,,1,"0,9","7,02",Kритический
1030,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2507",Microsoft .NET Framework - 3.5,197964,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34216,,,,1,"0,9","7,02",Kритический
1022,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6662,Microsoft .NET Framework - 3.5,197965,"0,0","7,8",Высокий уровень,Запись за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34217,,,,1,"0,9","7,02",Kритический
1031,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6704,Microsoft .NET Framework - 3.5,197966,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34219,,,,1,"0,9","7,02",Kритический
1032,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2507",Microsoft .NET Framework - 3.5,197967,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34220,,,,1,"0,9","7,02",Kритический
1062,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,197968,"0,0","7,8",Высокий уровень,Смешение типов,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34221,,,,1,"0,9","7,02",Kритический
1065,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,197969,"0,0","7,8",Высокий уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34222,,,,1,"0,9","7,02",Kритический
1033,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,197970,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34223,,,,1,"0,9","7,02",Kритический
1034,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,197971,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34225,,,,1,"0,9","7,02",Kритический
1066,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,197972,"0,0","7,8",Высокий уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34226,,,,1,"0,9","7,02",Kритический
1052,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,197973,"0,0","7,8",Высокий уровень,Обращение к неинициализированному указателю,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34228,,,,1,"0,9","7,02",Kритический
1035,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0047,Microsoft .NET Framework - 3.5,197974,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34229,,,,1,"0,9","7,02",Kритический
1036,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0132,Microsoft .NET Framework - 3.5,197975,"0,0","7,8",Высокий уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34230,,,,1,"0,9","7,02",Kритический
1093,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2508",Microsoft .NET Framework - 3.5,197976,"0,0","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34232,,,,1,"0,9","4,95",Средний
1094,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6746,Microsoft .NET Framework - 3.5,197977,"0,0","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34233,,,,1,"0,9","4,95",Средний
1095,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6788,Microsoft .NET Framework - 3.5,197978,"0,0","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34234,,,,1,"0,9","4,95",Средний
1102,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),"CVE-2015-2455, CVE-2015-2508",Microsoft .NET Framework - 3.5,197979,"0,0","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34236,,,,1,"0,9","4,95",Средний
1096,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2462,Microsoft .NET Framework - 3.5,197980,"0,0","5,5",Средний уровень,Использование после освобождения,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34237,,,,1,"0,9","4,95",Средний
1103,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-2504,Microsoft .NET Framework - 3.5,197981,"0,0","5,5",Средний уровень,Чтение за пределами границ,"Для устранения уязвимости необходимо установить последнюю версию продукта, соответствующую используемой платформе. Необходимую информацию можно получить по адресу: http://www.adobe.com/",http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34239,,,,1,"0,9","4,95",Средний
898,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6096,Microsoft .NET Framework - 3.5,470438,"0,0","0,0",Средний уровень,Обход ограничений безопасной загрузки,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34301,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34301,,,,1,"0,9",0,Низкий
899,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6108,Microsoft .NET Framework - 3.5,470439,"0,0","0,0",Средний уровень,Обход ограничений безопасной загрузки,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34302,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34302,,,,1,"0,9",0,Низкий
900,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2015-6115,Microsoft .NET Framework - 3.5,470440,"0,0","0,0",Средний уровень,Обход ограничений безопасной загрузки,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-34303,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-34303,,,,1,"0,9",0,Низкий
214,Эталонный образ RUS,10.85.37.116,D-CZC7447BMM.vip.cbr.ru,Microsoft Windows - Windows 10 version 21H1 ProfessionalWorkstation (x64),CVE-2016-0033,Microsoft .NET Framework - 3.5,470638,"0,0","8,8",Высокий уровень,Использование после освобождения,Используйте рекомендации производителя: https://msrc.microsoft.com/update-guide/vulnerability/CVE-2022-3445,http://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2022-3445,,,,"0,6","0,9","4,752",Средний
